TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod,TotalAmount
T02799,2024-06-30,C117,P033,S005,4,0.15,Cash,6116.5
T02800,2024-07-18,C172,P008,S005,1,0.1,Credit Card,98.8
T02801,2024-02-06,C094,P046,S002,2,0.15,Credit Card,1981.13
T02802,2025-03-23,C104,P002,S001,3,0.0,Mobile Money,2456.28
T02803,2024-01-02,C169,P028,S005,1,0.0,Bank Transfer,673.78
T02804,2024-02-17,C135,P044,S005,5,0.15,Credit Card,5467.84
T02805,2025-01-23,C073,P034,S003,2,0.15,Credit Card,727.68
T02806,2024-06-28,C075,P021,S004,4,0.15,Mobile Money,4172.62
T02807,2024-06-19,C022,P020,S004,1,0.15,Cash,275.33
T02808,2024-01-29,C083,P026,S005,4,0.15,Bank Transfer,3453.58
T02809,2025-08-05,C128,P026,S003,1,0.0,Credit Card,1015.76
T02810,2025-06-10,C023,P037,S003,5,0.05,Bank Transfer,9275.09
T02811,2025-02-18,C190,P026,S001,5,0.0,Cash,5078.8
T02812,2024-06-26,C078,P042,S004,2,0.1,Cash,816.52
T02813,2025-02-08,C176,P020,S004,5,0.05,Bank Transfer,1538.62
T02814,2024-08-18,C175,P018,S001,2,0.0,Mobile Money,2159.78
T02815,2024-12-26,C048,P041,S002,3,0.0,Credit Card,4905.03
T02816,2024-10-20,C127,P001,S002,5,0.0,Cash,8368.45
T02817,2024-12-21,C098,P043,S002,1,0.1,Cash,507.98
T02818,2024-05-10,C062,P002,S003,2,0.15,Credit Card,1391.89
T02819,2024-11-20,C096,P023,S004,1,0.05,Credit Card,1784.55
T02820,2025-04-14,C154,P043,S002,5,0.1,Mobile Money,2539.89
T02821,2025-02-08,C175,P025,S005,3,0.05,Bank Transfer,1223.08
T02822,2024-01-03,C105,P007,S001,4,0.15,Mobile Money,5012.01
T02823,2024-05-11,C072,P020,S002,4,0.1,Cash,1166.11
T02824,2025-05-01,C161,P022,S004,1,0.15,Credit Card,21.73
T02825,2024-01-28,C170,P006,S002,1,0.0,Cash,318.05
T02826,2025-05-15,C041,P014,S004,1,0.05,Bank Transfer,1275.61
T02827,2023-11-19,C043,P017,S003,4,0.1,Bank Transfer,4486.0
T02828,2025-07-18,C073,P021,S005,3,0.0,Cash,3681.72
T02829,2024-09-16,C102,P038,S002,1,0.15,Credit Card,311.89
T02830,2025-05-07,C033,P014,S005,1,0.15,Mobile Money,1141.34
T02831,2025-06-07,C028,P033,S001,2,0.0,Mobile Money,3597.94
T02832,2024-08-29,C048,P003,S001,1,0.05,Mobile Money,320.75
T02833,2024-10-02,C158,P006,S003,4,0.05,Mobile Money,1208.59
T02834,2024-08-18,C153,P022,S001,5,0.05,Credit Card,121.46
T02835,2023-11-10,C186,P044,S003,1,0.0,Credit Card,1286.55
T02836,2024-03-08,C088,P034,S003,2,0.1,Mobile Money,770.49
T02837,2025-02-26,C052,P031,S001,4,0.15,Credit Card,3725.45
T02838,2025-02-22,C075,P048,S005,1,0.05,Credit Card,1155.54
T02839,2023-12-21,C161,P026,S002,3,0.15,Cash,2590.19
T02840,2025-01-29,C113,P038,S001,2,0.1,Credit Card,660.47
T02841,2025-08-20,C037,P027,S005,3,0.0,Cash,3816.69
T02842,2025-03-12,C176,P017,S001,4,0.0,Credit Card,4984.44
T02843,2024-09-10,C186,P002,S003,3,0.0,Credit Card,2456.28
T02844,2024-03-07,C027,P011,S002,1,0.15,Cash,211.28
T02845,2024-06-20,C145,P007,S001,4,0.0,Credit Card,5896.48
T02846,2024-07-15,C196,P028,S001,5,0.0,Cash,3368.9
T02847,2024-08-24,C167,P006,S004,5,0.15,Bank Transfer,1351.71
T02848,2025-04-01,C176,P032,S005,4,0.15,Credit Card,1036.01
T02849,2025-05-30,C175,P017,S004,5,0.1,Bank Transfer,5607.5
T02850,2024-10-08,C163,P010,S004,4,0.05,Mobile Money,4537.66
T02851,2024-09-07,C138,P008,S003,2,0.05,Bank Transfer,208.58
T02852,2023-10-15,C164,P014,S002,4,0.1,Credit Card,4833.9
T02853,2024-01-18,C095,P030,S001,4,0.1,Credit Card,105.26
T02854,2025-01-30,C011,P022,S004,4,0.05,Mobile Money,97.17
T02855,2024-07-01,C033,P025,S003,2,0.15,Mobile Money,729.56
T02856,2024-08-06,C107,P011,S004,4,0.15,Mobile Money,845.14
T02857,2024-11-01,C119,P049,S003,3,0.1,Mobile Money,1048.3
T02858,2024-01-01,C035,P039,S005,2,0.05,Credit Card,1027.79
T02859,2025-06-25,C183,P021,S002,5,0.05,Bank Transfer,5829.39
T02860,2025-07-07,C119,P004,S005,4,0.1,Bank Transfer,6673.57
T02861,2024-06-22,C055,P036,S004,2,0.15,Cash,2552.48
T02862,2024-08-28,C139,P021,S004,3,0.15,Cash,3129.46
T02863,2025-06-02,C052,P012,S002,3,0.05,Mobile Money,3400.31
T02864,2025-01-17,C133,P031,S004,2,0.15,Cash,1862.72
T02865,2025-02-26,C178,P046,S002,4,0.05,Bank Transfer,4428.41
T02866,2023-11-14,C191,P012,S005,2,0.15,Credit Card,2028.25
T02867,2023-12-25,C039,P010,S004,3,0.15,Credit Card,3045.01
T02868,2024-05-03,C190,P021,S002,4,0.1,Cash,4418.06
T02869,2024-06-02,C174,P004,S001,1,0.0,Cash,1853.77
T02870,2024-03-31,C003,P005,S001,3,0.0,Bank Transfer,4188.66
T02871,2024-02-07,C092,P012,S002,2,0.05,Bank Transfer,2266.87
T02872,2024-06-06,C017,P044,S003,5,0.1,Mobile Money,5789.48
T02873,2024-03-11,C122,P029,S003,2,0.1,Bank Transfer,2673.09
T02874,2023-12-19,C026,P024,S005,2,0.05,Credit Card,2826.08
T02875,2024-10-24,C107,P043,S001,5,0.15,Credit Card,2398.78
T02876,2024-12-27,C144,P041,S005,4,0.1,Credit Card,5886.04
T02877,2024-10-05,C030,P023,S002,4,0.0,Cash,7513.88
T02878,2025-06-13,C035,P018,S004,4,0.15,Mobile Money,3671.63
T02879,2025-08-23,C044,P031,S001,5,0.1,Mobile Money,4930.74
T02880,2025-07-28,C150,P002,S005,2,0.15,Cash,1391.89
T02881,2024-11-30,C126,P033,S005,3,0.1,Cash,4857.22
T02882,2024-06-22,C095,P046,S001,2,0.05,Bank Transfer,2214.2
T02883,2025-05-17,C174,P048,S004,2,0.0,Credit Card,2432.72
T02884,2024-04-06,C163,P030,S003,3,0.0,Bank Transfer,87.72
T02885,2023-12-28,C155,P025,S004,1,0.15,Credit Card,364.78
T02886,2023-09-14,C094,P004,S003,2,0.1,Cash,3336.79
T02887,2024-04-14,C126,P047,S003,2,0.0,Credit Card,2394.36
T02888,2025-04-01,C180,P038,S003,3,0.15,Mobile Money,935.67
T02889,2025-01-30,C087,P016,S001,3,0.15,Cash,4739.81
T02890,2024-11-07,C086,P039,S005,1,0.05,Cash,513.89
T02891,2024-06-11,C189,P015,S005,1,0.1,Mobile Money,243.4
T02892,2025-04-28,C052,P010,S004,4,0.15,Cash,4060.01
T02893,2025-05-15,C178,P002,S003,4,0.1,Bank Transfer,2947.54
T02894,2024-01-15,C132,P011,S004,4,0.1,Credit Card,894.85
T02895,2024-01-30,C089,P021,S003,5,0.05,Mobile Money,5829.39
T02896,2024-12-18,C073,P019,S003,1,0.15,Cash,1498.48
T02897,2024-04-05,C171,P014,S003,5,0.0,Cash,6713.75
T02898,2024-10-13,C033,P008,S001,2,0.0,Credit Card,219.56
T02899,2024-05-18,C096,P033,S001,2,0.05,Cash,3418.04
T02900,2023-12-02,C020,P025,S001,1,0.1,Cash,386.24
T02901,2025-07-02,C040,P021,S005,4,0.1,Cash,4418.06
T02902,2025-05-15,C157,P049,S001,1,0.05,Credit Card,368.85
T02903,2025-03-02,C191,P038,S001,2,0.0,Cash,733.86
T02904,2024-04-01,C001,P025,S004,2,0.05,Cash,815.38
T02905,2024-11-17,C184,P035,S001,4,0.1,Credit Card,5624.75
T02906,2025-02-09,C122,P022,S002,4,0.05,Mobile Money,97.17
T02907,2024-09-20,C074,P008,S005,1,0.15,Credit Card,93.31
T02908,2024-04-10,C130,P037,S001,1,0.05,Credit Card,1855.02
T02909,2025-03-14,C068,P009,S002,5,0.05,Cash,585.15
T02910,2025-08-07,C180,P008,S001,2,0.05,Bank Transfer,208.58
T02911,2024-06-23,C194,P028,S002,2,0.15,Bank Transfer,1145.43
T02912,2024-07-05,C154,P028,S004,5,0.1,Credit Card,3032.01
T02913,2025-09-09,C110,P049,S003,3,0.05,Cash,1106.54
T02914,2024-03-21,C168,P004,S003,3,0.05,Cash,5283.24
T02915,2024-06-27,C016,P002,S001,4,0.1,Cash,2947.54
T02916,2023-12-07,C159,P002,S004,1,0.15,Cash,695.95
T02917,2024-10-07,C191,P035,S001,3,0.1,Cash,4218.56
T02918,2025-06-18,C146,P023,S003,3,0.15,Bank Transfer,4790.1
T02919,2024-01-20,C191,P037,S004,3,0.15,Bank Transfer,4979.26
T02920,2025-02-20,C196,P042,S004,3,0.05,Credit Card,1292.82
T02921,2025-06-22,C151,P018,S002,1,0.1,Mobile Money,971.9
T02922,2024-09-06,C120,P048,S004,3,0.15,Mobile Money,3101.72
T02923,2025-01-09,C119,P023,S004,2,0.05,Mobile Money,3569.09
T02924,2025-01-14,C108,P034,S001,2,0.1,Mobile Money,770.49
T02925,2025-03-05,C162,P041,S002,4,0.1,Cash,5886.04
T02926,2024-08-16,C112,P014,S002,2,0.05,Credit Card,2551.22
T02927,2024-03-18,C025,P014,S001,4,0.15,Credit Card,4565.35
T02928,2024-05-26,C070,P020,S003,2,0.0,Mobile Money,647.84
T02929,2023-12-13,C101,P008,S002,3,0.1,Credit Card,296.41
T02930,2023-12-19,C049,P001,S004,5,0.15,Mobile Money,7113.18
T02931,2023-10-09,C112,P007,S002,4,0.0,Bank Transfer,5896.48
T02932,2024-05-05,C028,P008,S001,3,0.15,Bank Transfer,279.94
T02933,2024-05-06,C037,P030,S002,5,0.15,Credit Card,124.27
T02934,2024-07-15,C107,P013,S004,1,0.1,Credit Card,1021.32
T02935,2024-10-14,C087,P031,S003,5,0.15,Cash,4656.81
T02936,2024-04-24,C154,P023,S002,5,0.1,Bank Transfer,8453.12
T02937,2024-04-19,C186,P026,S003,2,0.1,Mobile Money,1828.37
T02938,2024-06-20,C017,P028,S001,4,0.1,Mobile Money,2425.61
T02939,2023-12-22,C064,P038,S002,3,0.05,Bank Transfer,1045.75
T02940,2024-02-21,C163,P044,S004,3,0.1,Bank Transfer,3473.68
T02941,2025-08-01,C179,P009,S002,2,0.1,Credit Card,221.74
T02942,2023-10-24,C182,P026,S005,5,0.05,Credit Card,4824.86
T02943,2024-01-10,C126,P016,S005,4,0.0,Bank Transfer,7435.0
T02944,2024-06-25,C131,P029,S001,4,0.05,Bank Transfer,5643.19
T02945,2025-01-23,C021,P031,S005,4,0.15,Bank Transfer,3725.45
T02946,2023-12-23,C018,P043,S004,4,0.05,Bank Transfer,2144.8
T02947,2023-10-12,C183,P019,S002,3,0.0,Mobile Money,5288.76
T02948,2024-03-23,C064,P001,S002,1,0.1,Bank Transfer,1506.32
T02949,2023-12-28,C159,P016,S004,5,0.05,Bank Transfer,8829.06
T02950,2024-08-04,C082,P045,S004,3,0.05,Credit Card,5355.38
T02951,2024-01-20,C153,P038,S005,1,0.1,Cash,330.24
T02952,2025-04-21,C189,P033,S002,5,0.1,Credit Card,8095.37
T02953,2025-03-18,C097,P017,S004,1,0.1,Bank Transfer,1121.5
T02954,2024-04-02,C053,P021,S002,3,0.0,Cash,3681.72
T02955,2024-01-10,C167,P013,S004,1,0.1,Mobile Money,1021.32
T02956,2024-12-21,C199,P035,S002,4,0.15,Credit Card,5312.26
T02957,2024-07-28,C153,P019,S004,3,0.0,Bank Transfer,5288.76
T02958,2024-12-05,C117,P027,S003,2,0.15,Bank Transfer,2162.79
T02959,2025-07-23,C042,P034,S005,2,0.1,Cash,770.49
T02960,2024-09-22,C032,P037,S001,3,0.15,Bank Transfer,4979.26
T02961,2024-12-03,C037,P036,S003,4,0.0,Mobile Money,6005.84
T02962,2024-09-10,C166,P038,S003,4,0.05,Bank Transfer,1394.33
T02963,2025-05-19,C157,P027,S001,3,0.1,Cash,3435.02
T02964,2024-04-15,C131,P018,S001,2,0.15,Cash,1835.81
T02965,2024-12-10,C018,P045,S002,2,0.0,Credit Card,3758.16
T02966,2025-08-07,C183,P013,S002,1,0.1,Bank Transfer,1021.32
T02967,2024-09-24,C087,P035,S001,4,0.1,Cash,5624.75
T02968,2023-12-04,C127,P029,S004,5,0.0,Mobile Money,7425.25
T02969,2024-09-08,C165,P034,S004,2,0.0,Credit Card,856.1
T02970,2023-10-07,C115,P031,S002,1,0.1,Credit Card,986.15
T02971,2025-04-03,C062,P047,S001,5,0.0,Cash,5985.9
T02972,2024-11-25,C165,P009,S002,4,0.0,Cash,492.76
T02973,2024-02-23,C057,P017,S002,2,0.05,Bank Transfer,2367.61
T02974,2023-10-15,C083,P001,S004,4,0.0,Bank Transfer,6694.76
T02975,2024-08-21,C127,P011,S001,4,0.0,Cash,994.28
T02976,2025-04-11,C052,P002,S005,1,0.05,Credit Card,777.82
T02977,2024-08-01,C150,P012,S004,1,0.1,Cash,1073.78
T02978,2025-05-05,C149,P024,S003,5,0.05,Mobile Money,7065.2
T02979,2024-06-11,C055,P007,S002,5,0.0,Bank Transfer,7370.6
T02980,2023-10-13,C069,P033,S005,3,0.15,Credit Card,4587.37
T02981,2024-08-11,C052,P041,S005,3,0.1,Credit Card,4414.53
T02982,2024-02-01,C084,P050,S003,4,0.0,Bank Transfer,4178.56
T02983,2025-07-01,C116,P032,S001,4,0.15,Credit Card,1036.01
T02984,2024-06-03,C048,P014,S001,1,0.15,Cash,1141.34
T02985,2025-09-03,C191,P023,S002,2,0.1,Credit Card,3381.25
T02986,2025-05-20,C152,P043,S003,3,0.15,Cash,1439.27
T02987,2024-11-16,C166,P035,S002,5,0.1,Credit Card,7030.94
T02988,2025-05-04,C131,P039,S001,3,0.0,Credit Card,1622.82
T02989,2025-09-07,C047,P022,S003,2,0.15,Mobile Money,43.47
T02990,2025-05-31,C185,P037,S003,4,0.15,Credit Card,6639.01
T02991,2025-04-22,C126,P040,S004,5,0.1,Credit Card,7855.24
T02992,2025-02-18,C020,P016,S005,1,0.0,Cash,1858.75
T02993,2024-10-04,C159,P047,S001,1,0.1,Cash,1077.46
T02994,2024-12-17,C078,P030,S004,4,0.05,Cash,111.11
T02995,2025-02-25,C014,P035,S003,2,0.05,Mobile Money,2968.62
T02996,2025-05-28,C190,P016,S003,1,0.1,Mobile Money,1672.88
T02997,2024-06-13,C168,P033,S001,3,0.0,Cash,5396.91
T02998,2025-06-16,C078,P005,S002,3,0.15,Credit Card,3560.36
T02999,2024-08-24,C031,P030,S001,4,0.05,Cash,111.11
T03000,2025-01-22,C029,P022,S001,2,0.15,Bank Transfer,43.47
T03001,2024-06-12,C070,P027,S001,5,0.15,Cash,5406.98
T03002,2025-01-14,C188,P025,S002,2,0.0,Mobile Money,858.3
T03003,2023-12-31,C174,P009,S004,1,0.0,Mobile Money,123.19
T03004,2024-01-15,C111,P023,S004,4,0.05,Cash,7138.19
T03005,2024-01-27,C148,P014,S001,1,0.1,Bank Transfer,1208.48
T03006,2023-12-13,C185,P049,S004,2,0.1,Cash,698.87
T03007,2025-06-29,C172,P016,S003,2,0.05,Mobile Money,3531.62
T03008,2024-12-31,C001,P030,S001,5,0.15,Mobile Money,124.27
T03009,2025-05-19,C060,P027,S001,3,0.1,Cash,3435.02
T03010,2023-11-17,C154,P007,S003,4,0.15,Credit Card,5012.01
T03011,2024-02-29,C096,P014,S003,5,0.05,Bank Transfer,6378.06
T03012,2025-06-26,C189,P023,S003,4,0.05,Mobile Money,7138.19
T03013,2023-10-03,C096,P029,S004,3,0.1,Credit Card,4009.64
T03014,2024-03-07,C173,P012,S004,5,0.15,Bank Transfer,5070.63
T03015,2023-11-18,C111,P031,S001,5,0.1,Credit Card,4930.74
T03016,2024-01-08,C086,P017,S003,4,0.15,Credit Card,4236.77
T03017,2024-06-23,C011,P009,S003,5,0.05,Bank Transfer,585.15
T03018,2024-03-23,C139,P029,S002,5,0.05,Credit Card,7053.99
T03019,2023-11-04,C178,P050,S004,1,0.15,Cash,887.94
T03020,2024-10-09,C129,P020,S005,1,0.0,Cash,323.92
T03021,2024-02-16,C066,P038,S005,2,0.05,Bank Transfer,697.17
T03022,2025-01-30,C126,P015,S001,3,0.1,Mobile Money,730.21
T03023,2025-07-29,C134,P029,S004,2,0.1,Mobile Money,2673.09
T03024,2024-07-11,C177,P037,S001,2,0.15,Credit Card,3319.5
T03025,2024-11-08,C178,P044,S002,1,0.0,Mobile Money,1286.55
T03026,2024-10-15,C037,P020,S001,3,0.05,Mobile Money,923.17
T03027,2024-06-25,C078,P025,S002,5,0.0,Credit Card,2145.75
T03028,2024-05-24,C007,P049,S001,1,0.1,Cash,349.43
T03029,2024-01-08,C054,P011,S002,1,0.0,Bank Transfer,248.57
T03030,2023-11-29,C116,P048,S001,4,0.1,Mobile Money,4378.9
T03031,2024-04-02,C003,P024,S005,3,0.1,Mobile Money,4016.01
T03032,2024-06-12,C096,P018,S002,3,0.15,Mobile Money,2753.72
T03033,2025-07-03,C163,P040,S005,5,0.0,Mobile Money,8728.05
T03034,2023-10-12,C009,P023,S004,3,0.1,Cash,5071.87
T03035,2025-01-15,C066,P029,S004,4,0.0,Mobile Money,5940.2
T03036,2025-08-01,C177,P012,S005,5,0.1,Mobile Money,5368.9
T03037,2023-11-15,C007,P045,S004,1,0.15,Cash,1597.22
T03038,2025-07-27,C122,P006,S003,5,0.0,Cash,1590.25
T03039,2024-09-19,C063,P007,S001,4,0.15,Bank Transfer,5012.01
T03040,2025-07-08,C062,P038,S005,4,0.0,Bank Transfer,1467.72
T03041,2024-10-30,C080,P015,S005,4,0.05,Mobile Money,1027.71
T03042,2024-10-09,C025,P038,S001,2,0.0,Mobile Money,733.86
T03043,2024-07-24,C018,P021,S005,2,0.15,Bank Transfer,2086.31
T03044,2024-05-24,C179,P003,S005,4,0.0,Bank Transfer,1350.52
T03045,2025-07-11,C150,P040,S001,5,0.15,Credit Card,7418.84
T03046,2024-09-16,C116,P046,S003,2,0.0,Bank Transfer,2330.74
T03047,2025-01-15,C154,P013,S003,4,0.0,Credit Card,4539.2
T03048,2023-10-17,C020,P002,S002,4,0.15,Credit Card,2783.78
T03049,2025-06-18,C002,P006,S004,2,0.15,Cash,540.69
T03050,2024-01-26,C078,P025,S002,2,0.1,Mobile Money,772.47
T03051,2023-10-22,C059,P022,S004,1,0.0,Credit Card,25.57
T03052,2023-11-04,C036,P019,S002,5,0.0,Mobile Money,8814.6
T03053,2024-07-29,C128,P020,S003,4,0.0,Bank Transfer,1295.68
T03054,2024-10-03,C163,P027,S005,1,0.15,Mobile Money,1081.4
T03055,2025-04-25,C009,P037,S003,4,0.15,Cash,6639.01
T03056,2024-07-11,C017,P034,S001,3,0.1,Mobile Money,1155.74
T03057,2023-09-19,C103,P021,S005,2,0.05,Cash,2331.76
T03058,2023-12-16,C007,P036,S002,1,0.05,Credit Card,1426.39
T03059,2024-03-21,C115,P019,S005,3,0.1,Mobile Money,4759.88
T03060,2024-08-11,C018,P031,S002,5,0.15,Cash,4656.81
T03061,2024-01-01,C144,P038,S001,2,0.05,Credit Card,697.17
T03062,2025-07-19,C077,P049,S002,4,0.0,Bank Transfer,1553.04
T03063,2023-10-20,C016,P002,S005,1,0.0,Bank Transfer,818.76
T03064,2024-04-18,C150,P039,S005,1,0.1,Credit Card,486.85
T03065,2024-05-03,C082,P021,S002,4,0.05,Credit Card,4663.51
T03066,2024-12-08,C170,P021,S004,4,0.15,Credit Card,4172.62
T03067,2025-03-22,C026,P018,S002,4,0.0,Credit Card,4319.56
T03068,2025-04-28,C171,P002,S002,5,0.05,Cash,3889.11
T03069,2024-09-20,C123,P016,S005,1,0.05,Credit Card,1765.81
T03070,2024-11-17,C161,P039,S004,3,0.05,Bank Transfer,1541.68
T03071,2023-09-14,C105,P013,S001,4,0.0,Bank Transfer,4539.2
T03072,2024-09-29,C200,P018,S004,1,0.05,Bank Transfer,1025.9
T03073,2025-02-14,C101,P050,S004,5,0.05,Credit Card,4962.04
T03074,2025-06-30,C123,P005,S005,5,0.15,Credit Card,5933.94
T03075,2023-12-31,C062,P040,S005,5,0.1,Mobile Money,7855.24
T03076,2024-10-22,C198,P036,S001,4,0.0,Mobile Money,6005.84
T03077,2024-10-17,C017,P017,S005,1,0.05,Cash,1183.8
T03078,2024-02-28,C095,P029,S003,4,0.1,Mobile Money,5346.18
T03079,2025-04-21,C167,P041,S003,3,0.1,Bank Transfer,4414.53
T03080,2025-04-16,C121,P035,S005,4,0.15,Credit Card,5312.26
T03081,2024-02-04,C121,P020,S003,1,0.15,Bank Transfer,275.33
T03082,2025-05-09,C137,P045,S005,5,0.0,Bank Transfer,9395.4
T03083,2024-02-16,C162,P042,S003,3,0.1,Credit Card,1224.77
T03084,2023-11-27,C081,P031,S003,2,0.05,Bank Transfer,2081.87
T03085,2023-11-05,C079,P037,S002,3,0.15,Bank Transfer,4979.26
T03086,2023-11-19,C068,P007,S005,4,0.05,Credit Card,5601.66
T03087,2024-09-13,C198,P043,S003,2,0.1,Bank Transfer,1015.96
T03088,2024-11-22,C053,P039,S004,5,0.05,Cash,2569.46
T03089,2023-12-07,C186,P026,S003,2,0.05,Bank Transfer,1929.94
T03090,2024-06-23,C047,P018,S004,3,0.05,Mobile Money,3077.69
T03091,2024-10-19,C124,P019,S003,5,0.15,Bank Transfer,7492.41
T03092,2024-05-28,C038,P048,S003,5,0.0,Bank Transfer,6081.8
T03093,2024-04-12,C032,P015,S004,5,0.15,Cash,1149.41
T03094,2023-11-07,C018,P009,S002,3,0.15,Mobile Money,314.13
T03095,2025-04-27,C141,P001,S005,3,0.15,Credit Card,4267.91
T03096,2025-06-05,C069,P023,S001,4,0.15,Cash,6386.8
T03097,2025-02-15,C122,P050,S004,4,0.1,Cash,3760.7
T03098,2025-09-08,C036,P040,S002,1,0.1,Cash,1571.05
T03099,2025-03-09,C011,P014,S001,3,0.0,Bank Transfer,4028.25
T03100,2024-04-02,C033,P035,S001,4,0.05,Cash,5937.23
T03101,2025-06-07,C170,P001,S005,1,0.0,Cash,1673.69
T03102,2024-01-27,C087,P022,S005,3,0.1,Mobile Money,69.04
T03103,2024-09-25,C062,P041,S002,2,0.1,Bank Transfer,2943.02
T03104,2024-03-19,C061,P007,S002,1,0.1,Credit Card,1326.71
T03105,2025-07-04,C044,P017,S004,2,0.0,Credit Card,2492.22
T03106,2024-02-18,C024,P002,S005,5,0.1,Mobile Money,3684.42
T03107,2025-01-09,C032,P014,S001,2,0.15,Credit Card,2282.67
T03108,2025-01-27,C062,P005,S004,5,0.05,Credit Card,6632.04
T03109,2023-09-24,C057,P012,S003,1,0.0,Credit Card,1193.09
T03110,2024-06-08,C172,P033,S003,4,0.15,Mobile Money,6116.5
T03111,2025-07-10,C055,P044,S002,1,0.0,Mobile Money,1286.55
T03112,2024-05-07,C183,P034,S004,4,0.05,Mobile Money,1626.59
T03113,2024-11-23,C158,P002,S004,1,0.1,Credit Card,736.88
T03114,2025-07-06,C173,P028,S004,4,0.1,Bank Transfer,2425.61
T03115,2025-03-18,C006,P025,S004,5,0.15,Mobile Money,1823.89
T03116,2024-07-18,C156,P038,S002,3,0.05,Cash,1045.75
T03117,2024-10-24,C154,P034,S004,2,0.15,Credit Card,727.68
T03118,2024-05-09,C056,P029,S003,3,0.15,Bank Transfer,3786.88
T03119,2024-07-15,C064,P034,S003,2,0.15,Mobile Money,727.68
T03120,2024-01-29,C007,P003,S005,2,0.0,Mobile Money,675.26
T03121,2025-02-23,C183,P026,S001,4,0.1,Bank Transfer,3656.74
T03122,2023-12-18,C098,P048,S001,4,0.15,Mobile Money,4135.62
T03123,2024-03-11,C109,P004,S001,4,0.1,Bank Transfer,6673.57
T03124,2024-03-23,C059,P033,S003,3,0.1,Mobile Money,4857.22
T03125,2024-06-13,C041,P031,S002,2,0.05,Cash,2081.87
T03126,2023-09-26,C098,P011,S003,1,0.05,Cash,236.14
T03127,2024-08-10,C182,P048,S002,1,0.0,Bank Transfer,1216.36
T03128,2025-01-04,C021,P011,S005,3,0.15,Credit Card,633.85
T03129,2024-10-23,C076,P029,S002,4,0.1,Credit Card,5346.18
T03130,2024-09-27,C059,P032,S004,3,0.05,Cash,868.42
T03131,2024-09-16,C060,P046,S001,5,0.0,Credit Card,5826.85
T03132,2023-11-30,C074,P019,S005,4,0.15,Credit Card,5993.93
T03133,2023-12-05,C061,P009,S001,2,0.0,Cash,246.38
T03134,2024-03-22,C198,P036,S001,3,0.05,Cash,4279.16
T03135,2025-06-19,C200,P020,S004,5,0.1,Credit Card,1457.64
T03136,2023-12-03,C040,P014,S005,2,0.05,Cash,2551.22
T03137,2024-09-15,C084,P021,S002,3,0.0,Cash,3681.72
T03138,2023-10-29,C101,P049,S002,2,0.0,Mobile Money,776.52
T03139,2024-12-12,C040,P041,S002,2,0.1,Bank Transfer,2943.02
T03140,2025-01-07,C119,P008,S002,4,0.05,Cash,417.16
T03141,2023-11-12,C183,P020,S002,2,0.0,Cash,647.84
T03142,2024-11-14,C097,P010,S002,1,0.1,Mobile Money,1074.71
T03143,2024-05-25,C136,P033,S004,4,0.15,Mobile Money,6116.5
T03144,2024-11-15,C166,P045,S005,3,0.15,Bank Transfer,4791.65
T03145,2025-04-17,C135,P012,S004,2,0.15,Credit Card,2028.25
T03146,2023-11-17,C010,P033,S002,1,0.1,Bank Transfer,1619.07
T03147,2024-05-02,C030,P038,S005,4,0.15,Mobile Money,1247.56
T03148,2024-11-17,C077,P034,S003,1,0.1,Mobile Money,385.24
T03149,2024-02-09,C051,P024,S001,2,0.15,Credit Card,2528.6
T03150,2025-01-11,C116,P009,S005,2,0.1,Mobile Money,221.74
T03151,2024-01-10,C063,P007,S002,1,0.05,Mobile Money,1400.41
T03152,2024-01-06,C065,P015,S004,4,0.15,Mobile Money,919.53
T03153,2025-04-19,C096,P048,S002,4,0.05,Mobile Money,4622.17
T03154,2023-11-18,C014,P033,S002,2,0.0,Bank Transfer,3597.94
T03155,2025-01-25,C096,P027,S001,3,0.15,Mobile Money,3244.19
T03156,2024-04-03,C168,P023,S004,1,0.1,Bank Transfer,1690.62
T03157,2025-01-26,C132,P028,S005,4,0.0,Mobile Money,2695.12
T03158,2024-01-13,C018,P023,S003,3,0.05,Bank Transfer,5353.64
T03159,2023-12-05,C130,P010,S002,1,0.0,Credit Card,1194.12
T03160,2025-01-14,C191,P034,S005,3,0.0,Cash,1284.15
T03161,2024-01-20,C131,P023,S002,5,0.1,Cash,8453.12
T03162,2024-08-23,C115,P030,S004,3,0.15,Bank Transfer,74.56
T03163,2024-12-23,C160,P004,S003,3,0.1,Cash,5005.18
T03164,2025-03-06,C133,P002,S005,1,0.15,Mobile Money,695.95
T03165,2024-07-26,C111,P043,S005,1,0.0,Credit Card,564.42
T03166,2025-04-06,C097,P017,S003,4,0.1,Credit Card,4486.0
T03167,2024-04-15,C037,P026,S002,1,0.15,Bank Transfer,863.4
T03168,2023-10-16,C101,P019,S002,1,0.0,Bank Transfer,1762.92
T03169,2025-07-25,C004,P010,S002,2,0.15,Credit Card,2030.0
T03170,2024-10-03,C107,P001,S002,4,0.1,Credit Card,6025.28
T03171,2025-06-28,C001,P001,S001,2,0.0,Bank Transfer,3347.38
T03172,2024-03-20,C187,P040,S004,1,0.05,Mobile Money,1658.33
T03173,2025-06-01,C043,P019,S004,1,0.0,Mobile Money,1762.92
T03174,2025-03-26,C088,P032,S005,3,0.15,Bank Transfer,777.01
T03175,2025-01-08,C148,P017,S005,5,0.1,Bank Transfer,5607.5
